category;subject;content
Produtivo;URGENTE: Agendamento de troca de notebook de trabalho (Patrimônio 12345).;Olá TI, Meu notebook de trabalho (Patrimônio 12345) está apresentando falhas críticas de hardware e precisa ser substituído. Por favor, agende a troca e me informe o procedimento. Urgente.
Produtivo;Revisão e aprovação legal da nota de imprensa sobre aquisição da Empresa Ypsilon.;Olá Jurídico, Segue o rascunho da nota de imprensa sobre a aquisição da Empresa Ypsilon. Por favor, revise o texto, focando na conformidade legal, e envie sua aprovação respondendo a este e-mail. Obrigado.
Produtivo;URGENTE: Formulário 'Trabalhe Conosco' do site não está enviando candidaturas.;Olá Webmaster, O formulário de 'Trabalhe Conosco' do site não está enviando as candidaturas para o e-mail de destino. Por favor, corrija o script do formulário e me avise quando o teste for bem-sucedido. Urgente.
Produtivo;Solicitação de telefone de contato para suporte de emergência.;Gostaria de saber qual é o telefone de contato para suporte de emergência fora do horário comercial. Por favor, me forneça o número de plantão. Grato.
Produtivo;Reembolso de corrida de táxi pendente (02/05, R$ 45,00).;Olá Financeiro, O reembolso referente à corrida de táxi (data: 02/05, valor: R$ 45,00) não foi processado no meu último pagamento. Anexo o comprovante. Por favor, inclua no próximo pagamento. Obrigado.
Produtivo;Pedido de compra de material de escritório.;Olá Compras, Estamos precisando de 5 pacotes de papel A4 e 10 canetas azuis para o setor. Por favor, faça o pedido e me informe a previsão de entrega dos materiais. Grato.
Produtivo;Esclarecimento sobre a definição da nova meta de vendas.;Olá Comercial, A nova meta de vendas para o trimestre inclui apenas vendas fechadas ou também as oportunidades em negociação? Por favor, esclareça a definição da meta para alinharmos o foco. Obrigado.
Produtivo;Confirmação de assinatura do Termo de Confidencialidade (João Pedro).;Olá RH, Por favor, me confirme se o colaborador João Pedro já assinou o Termo de Confidencialidade e se o documento foi arquivado corretamente. Preciso dessa confirmação para liberar o acesso dele. Grato.
Produtivo;Correção de erro de digitação no cadastro do produto 'Software Produtivo'.;Olá TI, O nome do produto 'Software Produtivo' está com erro de digitação no sistema ('Sfotware Produtivo'). Por favor, corrija o cadastro do produto. Agradeço a correção.
Produtivo;URGENTE: Atualização do preço de venda do Item Zeta para R$ 150,00.;Olá Comercial, O preço de venda do Item Zeta precisa ser ajustado para R$ 150,00 a partir de amanhã, conforme a nova tabela. Por favor, atualize o preço no sistema e me avise. Urgente.
Produtivo;Dúvida sobre os valores retornados pelo campo 'status_code' da API.;Olá Desenvolvedor, Na documentação da API, o campo 'status_code' está retornando valores diferentes do esperado. Poderia me explicar a lista completa de códigos de status possíveis? Preciso integrar com urgência.
Produtivo;URGENTE: Designação de substituto para tarefas do Projeto Y (Licença Médica - Ricardo Mendes).;O Ricardo Mendes estará de licença médica por 5 dias. Precisamos de um substituto temporário para assumir as tarefas do Projeto Y. Por favor, designe um substituto e me avise. Urgente.
Produtivo;Coleta de dados de engajamento dos concorrentes (Instagram e Facebook).;Olá Marketing, Para a análise de concorrentes, preciso dos dados de engajamento do Instagram e Facebook dos 3 principais competidores (A, B e C). Por favor, colete e me envie a planilha com os dados até amanhã. Obrigado.
Produtivo;Confirmação de recebimento da Nota Fiscal 12345.;Gostaríamos de confirmar o recebimento da Nota Fiscal 12345, enviada hoje. Por favor, responda a este e-mail com a confirmação para fins de controle interno. Grato.
Produtivo;Solicitação de acesso imediato à ferramenta de Business Intelligence (BI).;Olá TI, Preciso de acesso imediato à ferramenta de Business Intelligence (BI) para gerar relatórios cruciais. Por favor, providencie o login e senha e me avise. Obrigado.
Produtivo;Esclarecimento sobre a nova regra de priorização (prazo vs. impacto).;Olá Gestor, Gostaria de um esclarecimento sobre a nova regra de priorização. Qual critério prevalece: prazo de entrega ou valor de impacto? Por favor, detalhe a ordem de prioridade. Grato.
Produtivo;URGENTE: Solicitação de chave de acesso ao arquivo 'DadosSensíveis.zip' criptografado.;Olá Segurança, O arquivo 'DadosSensíveis.zip' está criptografado e precisamos da chave de acesso para utilizá-lo. Por favor, envie a chave de forma segura o mais rápido possível. Urgente.
Produtivo;Confirmação de horário para reunião de metas do 3º trimestre.;Proponho uma reunião na próxima quarta-feira, 11h, para definirmos as metas do 3º trimestre. Sua presença é essencial. Por favor, confirme se o horário é adequado ou sugira outro. Grato.
Produtivo;URGENTE: Falha de comunicação da impressora de etiquetas na logística.;Olá Suporte, A impressora de etiquetas na área de logística está com falha de comunicação com o sistema. Por favor, envie um técnico para verificar e corrigir a conexão. A expedição está parada. Urgente.
Produtivo;Pedido de alteração na linha de crédito do Cliente X (R$ 10.000 para R$ 15.000).;Olá Financeiro, O Cliente X solicitou uma alteração na linha de crédito de R$ 10.000 para R$ 15.000. Por favor, analise a ficha cadastral e aprove/reprove a alteração. Obrigado.
Improdutivo;Convite: Palestra sobre Bem-Estar no Trabalho.;Olá, Você está convidado(a) para nossa palestra online sobre "Gerenciamento de Estresse e Bem-Estar" na próxima quinta-feira. Inscreva-se aqui: [link]. Não é obrigatório.
Improdutivo;Foto da Confraternização de Sexta-feira.;Olá Equipe, Segue em anexo uma foto da nossa confraternização de sexta-feira passada. Foi um ótimo momento de descontração! Não é necessária nenhuma ação.
Improdutivo;Lembrete: Dia do Desafio (Próxima Segunda);Olá, Lembramos que na próxima segunda-feira é o Dia do Desafio. Incentivamos todos a usar as escadas! Apenas um lembrete.
Improdutivo;Comunicação: Nova decoração na Copa.;Prezados, A copa do escritório recebeu uma nova decoração para deixar o ambiente mais agradável. Esperamos que gostem.
Improdutivo;Newsletter: As 5 tendências do mercado para 2025.;Olá Cliente, Segue nossa newsletter especial com as 5 principais tendências do nosso mercado para o próximo ano. Não é necessária nenhuma ação ou resposta.
Improdutivo;Horário de Verão: Aviso de mudança de fuso.;Prezados, Lembramos que o horário de verão entrará em vigor neste fim de semana. Por favor, ajustem seus relógios e agendas.
Improdutivo;Parabéns pelo Aniversário de 5 Anos de Empresa!;Olá [Nome], Parabéns por completar 5 anos de dedicação à nossa empresa! Agradecemos sua contribuição.
Improdutivo;Aviso: Manutenção no Elevador (amanhã);Prezados, O elevador principal estará em manutenção amanhã, das 10h às 12h. Por favor, utilizem as escadas ou o elevador de serviço.
Improdutivo;Seu Ebook Gratuito: O Guia Completo.;Olá, Seu Ebook gratuito sobre [Assunto] está pronto para download. Baixe aqui: [link]. Não é preciso responder.
Improdutivo;Agradecimento pela Doação de Alimentos.;Olá Equipe, Gostaríamos de agradecer a todos que participaram da campanha de doação de alimentos. Conseguimos um excelente resultado!
Improdutivo;Sugestão de Artigo: Liderança para a Geração Z.;Encontrei um ótimo artigo no Medium sobre "Liderança para a Geração Z". Compartilho o link para quem tiver interesse: [link].
Improdutivo;Confirmação de Entrega da Chave de Acesso.;Olá, A chave de acesso do software [Nome] foi entregue e deve funcionar em 30 minutos. Este e-mail é apenas para confirmação.
Improdutivo;Aviso de Feriado Prolongado (Corpus Christi).;Prezados, Informamos que não haverá expediente na quinta e sexta-feira da próxima semana devido ao feriado prolongado. Retornaremos na segunda.
Improdutivo;Lançamento: Novo site da empresa.;Olá, Temos o prazer de anunciar o lançamento do nosso novo website. Visite e explore as novidades: [link].
Improdutivo;Seu Desconto de Aniversário de Cliente.;Parabéns! Você está completando 1 ano como nosso cliente. Use o cupom ANIVER10 e ganhe 10% de desconto.
Improdutivo;Notificação: Mudança de sala de reuniões.;Prezados, A Reunião de Alinhamento das 15h foi transferida da Sala Marte para a Sala Júpiter. Por favor, atentem-se à mudança.
Improdutivo;Sugestão de Receita de Bolo da Vovó.;Olá Equipe, A receita do bolo que levamos hoje para a copa é a da minha avó. Anexo o arquivo para quem pediu.
Improdutivo;Convite: Siga-nos no LinkedIn.;Olá, Siga nossa página no LinkedIn para acompanhar as últimas notícias e oportunidades de carreira: [link].
Improdutivo;Relatório Trimestral: Dados de Mercado (Ciência).;Segue o Relatório Trimestral com os dados mais recentes do mercado. Este é um envio para ciência, não requer análise imediata.
Improdutivo;Aviso: Limpeza de vidros na próxima Terça.;Prezados, A limpeza externa dos vidros será realizada na próxima terça-feira. Pedimos que mantenham as janelas fechadas.
Improdutivo;Seu Vale-Presente de R$50 (Campanha Fidelidade).;Parabéns! Como parte da Campanha Fidelidade, você recebeu um vale-presente de R$50. Use em: [link].
Improdutivo;Notificação: Desativação de conta de e-mail antiga.;Prezados, A conta de e-mail antiga (exemplo@antigo.com) será desativada em 7 dias. Esta é apenas uma notificação de encerramento.
Improdutivo;Vídeo Sugerido: Entrevista com CEO da Tesla.;Encontrei esta entrevista com o CEO da Tesla. É inspiradora e relevante para nossa área. Assista aqui: [link].
Improdutivo;Agradecimento pelo elogio ao Atendimento.;Olá [Nome], Recebemos seu feedback positivo sobre o atendimento do nosso suporte. Repassamos o elogio à equipe.
Improdutivo;Novo Modelo de Assinatura de E-mail.;Prezados, O novo modelo de assinatura de e-mail corporativa está disponível para download. Por favor, atualizem suas assinaturas quando puderem.
Improdutivo;Comunicado: Alteração no Código de Ética.;Olá, O Código de Ética e Conduta foi atualizado. O documento está no portal interno. Não é necessária resposta, apenas ciência.
Improdutivo;Recesso de Final de Ano: Datas de Fechamento.;Prezados, Informamos que a empresa entrará em recesso de 20/12 a 05/01. As atividades retornam normalmente após essa data.
Improdutivo;Confirmação de Leitura: Manual de Segurança.;Olá, Este e-mail apenas confirma que você abriu e tomou ciência do Manual de Segurança da Informação.
Improdutivo;Sugestão de Ferramenta: Trello para Organização Pessoal.;Para quem procura melhorar a organização pessoal, sugiro testar o Trello. É uma ferramenta útil e gratuita.
Improdutivo;Lançamento: Novo Sabor no Café da Copa (Cappuccino).;Olá, A máquina de café da copa agora tem a opção Cappuccino. Aproveitem a novidade!
Improdutivo;Aviso: Auditoria Externa no Setor X (Próxima Semana).;Prezados, A auditoria externa será realizada no Setor X na próxima semana. Não há necessidade de preparação extra.
Improdutivo;Seu Certificado de Conclusão do Curso [Nome].;Parabéns pela conclusão do curso! Seu certificado está disponível para download neste link: [link].
Improdutivo;Notificação: Seu acesso à intranet foi renovado.;Prezados, O seu acesso à intranet foi renovado por mais 1 ano. Este é um e-mail automático do sistema.
Improdutivo;Podcast Sugerido: Economia Circular.;Encontrei um podcast interessante sobre Economia Circular que pode ser útil para o nosso projeto. Ouça aqui: [link].
Improdutivo;Comunicado: Vaga de Estágio para Indicação.;Temos uma nova vaga de estágio em aberto. Se conhecer alguém, indique no link: [link].
Improdutivo;Agradecimento por visitar nosso stand na Feira Beta.;Olá, Agradecemos sua visita ao nosso stand na Feira Beta. Esperamos fazer negócios em breve.
Improdutivo;Recibo de Pagamento - Referente ao mês passado.;Olá, Seu recibo de pagamento do mês passado está anexo a este e-mail. Apenas para seu registro.
Improdutivo;Aviso: Novo procedimento para descarte de lixo eletrônico.;Prezados, O novo procedimento de descarte de lixo eletrônico está no mural. Por favor, tomem ciência.
Improdutivo;Dicas de Segurança: Cuidado com senhas.;Lembrete de segurança: nunca compartilhe suas senhas e use autenticação de dois fatores.
Improdutivo;Convite: Chá de Bebê da Maria do RH.;Olá Equipe, A Maria do RH está organizando um chá de bebê. Quem quiser participar da vaquinha, responda a este e-mail. (Não é obrigatório)
Improdutivo;Anúncio: Parceria com Academia X.;Prezados, Firmamos parceria com a Academia X, oferecendo 20% de desconto. Consulte os detalhes no portal interno.
Improdutivo;Resumo Semanal de Notícias do Setor.;Olá, Segue o resumo semanal de notícias do nosso setor. Apenas para leitura e ciência.
Improdutivo;Aviso: Instabilidade na rede no domingo (Manutenção).;Prezados, A rede poderá apresentar instabilidade no próximo domingo, das 8h às 10h, devido à manutenção.
Improdutivo;Lançamento: Novo vídeo no canal.;Olá, Lançamos um novo vídeo sobre "Melhores Práticas de UX". Assista e comente: [link].
Improdutivo;Aviso: Atualização da lista de ramais internos.;Prezados, A lista de ramais internos foi atualizada e está no anexo. Por favor, atualizem seus arquivos.
Improdutivo;Sugestão de Livro: 'O Poder do Hábito'.;Olá, Recomendo a leitura do livro "O Poder do Hábito" para quem quer mais produtividade.
Improdutivo;Comunicado: Novo formato para pedidos de férias.;Prezados, A partir de hoje, os pedidos de férias devem ser feitos apenas pelo sistema Chronos. Não aceitamos mais e-mails.
Improdutivo;Alerta de Spam: E-mail suspeito.;Atenção! Circula na rede um e-mail suspeito com o assunto "Sua fatura foi rejeitada". Por favor, ignore e não clique.
Improdutivo;Agradecimento pelo preenchimento da Pesquisa de Clima.;Olá, Agradecemos por dedicar seu tempo para preencher a Pesquisa de Clima. Seu feedback é muito importante.
Improdutivo;Relembrando: Horário de Almoço Flexível.;Lembrete: O horário de almoço é flexível, mas deve ser de, no máximo, 1 hora.
Produtivo;URGENTE: Problema de acesso ao sistema de Pedidos (ERP).;Olá TI, Meu acesso ao módulo de Pedidos do ERP foi bloqueado após a última atualização. Preciso urgentemente cadastrar pedidos para o fechamento do dia. Por favor, restaure meu acesso imediatamente. Grato.
Produtivo;Dúvida sobre a obrigatoriedade de assinatura física no Contrato Alpha.;Olá Jurídico, O Contrato Alpha exige assinatura física ou a digital (via DocuSign) é suficiente para sua validade legal no nosso país? Preciso de um parecer antes de enviar para o cliente. Grato.
Produtivo;Solicitação de alteração no limite de aprovação de despesas (Gestor).;Olá Financeiro, Solicito o aumento do meu limite de aprovação de despesas de R$ 2.000 para R$ 5.000 para agilizar as compras urgentes do meu setor. Por favor, analise e confirme a alteração. Obrigado.
Produtivo;Agendamento de reunião para discussão de requisitos do Projeto Netuno.;Olá Equipe, Proponho uma reunião de 1 hora amanhã às 14h para detalhar e discutir os requisitos finais do Projeto Netuno. Por favor, confirmem presença.
Produtivo;URGENTE: Falha na integração de dados entre o CRM e o sistema de Suporte.;Olá TI, A integração de dados entre o CRM e o sistema de Suporte está falhando, não transferindo novos tickets. Isso impacta o acompanhamento. Por favor, verifiquem a API de integração urgentemente.
Produtivo;Pedido de cópia do código de conduta (Versão 3.1).;Olá RH, Preciso da cópia oficial do Código de Conduta e Ética (Versão 3.1) para incluir no material de integração de novos funcionários. Por favor, envie o PDF anexo. Obrigado.
Produtivo;Revisão final do cronograma de lançamento do Produto Sigma.;Olá Marketing, Segue em anexo o cronograma revisado para o lançamento do Produto Sigma. Por favor, faça a revisão final dos prazos e confirme sua aprovação até amanhã às 10h. Grato.
Produtivo;Inconsistência no cálculo de impostos na NF de serviço (Ref. 456).;Olá Financeiro, A Nota Fiscal de serviço (Ref. 456) apresenta uma inconsistência no cálculo do ISS. O valor está incorreto. Por favor, verifique e nos informe como proceder para a correção. Obrigado.
Produtivo;Dúvida sobre o uso de carros de aplicativo para viagens intermunicipais.;Olá RH, A política de viagens permite o uso de carros de aplicativo (Uber/99) para deslocamentos intermunicipais longos (mais de 200km)? Ou devo priorizar o aluguel de veículos? Por favor, esclareça.
Produtivo;URGENTE: Link de download do software no site está com erro de autenticação.;Olá Webmaster, O link de download do software trial no nosso site está exibindo um erro de autenticação para novos usuários. Por favor, corrija o acesso imediatamente, pois está afetando leads. Urgente.
Produtivo;Solicitação de orçamento para serviços de tradução juramentada.;Olá Compras, Precisamos de um orçamento para a tradução juramentada de 50 páginas de documentos técnicos para o alemão. Por favor, entre em contato com os fornecedores e nos envie as propostas. Obrigado.
Produtivo;Suporte: Minha máquina virtual (VM) não está inicializando.;Olá TI, Minha máquina virtual de desenvolvimento (VM-Dev-05) não está inicializando e retorna um erro de disco. Não consigo trabalhar. Por favor, verifique a VM e me avise o status.
Produtivo;URGENTE: Bloqueio do cartão corporativo para transações online.;Olá Financeiro, Meu cartão corporativo foi bloqueado para transações online. Preciso realizar uma compra urgente de licença de software. Por favor, desbloqueie imediatamente. Urgente.
Produtivo;Pedido de cópia do termo de responsabilidade de equipamentos (José Santos).;Olá RH, Preciso da cópia do termo de responsabilidade de equipamentos assinado pelo funcionário José Santos para fins de inventário. Por favor, anexe o documento. Obrigado.
Produtivo;Dados faltantes no relatório de Análise de Risco (Setor X).;Olá Segurança, O relatório de Análise de Risco do Setor X está faltando a seção de "Mitigação de Ameaças Físicas". Por favor, complete o documento e me reenvie até o final do dia. Grato.
Produtivo;URGENTE: Lentidão crítica no sistema de atendimento ao cliente (CRM).;Olá TI, O sistema de atendimento ao cliente (CRM) está com uma lentidão crítica, travando durante o registro de chamados. Isso impede o atendimento. Por favor, investiguem e resolvam urgentemente.
Produtivo;Esclarecimento sobre o prazo de entrega dos holerites de dezembro.;Olá RH, Os holerites de dezembro serão entregues até o dia 5 ou dia 10 do próximo mês? Gostaria de confirmar o prazo oficial para informar a equipe. Obrigado.
Produtivo;Pedido de aprovação final do layout da nova loja virtual.;Olá Marketing, Segue o layout final da nova loja virtual para sua aprovação. Por favor, verifique se todos os elementos estão corretos e envie seu 'OK' final. Obrigado.
Produtivo;Dúvida sobre a regra de reembolso de combustível (veículo próprio).;Olá Financeiro, Qual é o valor atual por quilômetro rodado para reembolso de combustível em viagens com veículo próprio? Poderia me informar a tabela vigente? Grato.
Produtivo;URGENTE: Falha no envio de e-mails via plataforma de automação.;Olá Marketing/TI, A plataforma de automação de e-mails não está conseguindo enviar campanhas desde ontem, apresentando erro de conexão. Isso está atrasando o lançamento. Por favor, resolvam imediatamente.
Produtivo;Solicitação de compra de nova licença de software (Design Pro).;Olá Compras, Solicitamos a compra de uma nova licença vitalícia para o software Design Pro (valor de R$ 3.000). A especificação técnica está no anexo. Por favor, inicie o processo de compra. Obrigado.
Produtivo;Confirmação de recebimento da documentação do cliente 'Mundo Verde'.;Olá Comercial, Poderia confirmar se recebeu a documentação completa (ficha cadastral e CNPJ) do cliente 'Mundo Verde'? Preciso dessa confirmação para liberar o cadastro. Obrigado.
Produtivo;Pedido de remoção imediata do usuário 'Temporario_1' do sistema.;Olá TI, O contrato com o usuário 'Temporario_1' foi encerrado. Por favor, remova seu acesso de todos os sistemas imediatamente. Confirme a remoção após a execução.
Produtivo;Esclarecimento sobre a política de uso de redes sociais corporativas.;Olá Comunicação, Gostaria de um esclarecimento sobre o que é permitido ou proibido postar nas redes sociais corporativas. Existe um guia de boas práticas? Grato.
Produtivo;URGENTE: Queda de performance da aplicação durante a noite.;Olá TI, A aplicação principal sofreu uma queda de performance entre 23h e 01h da manhã, resultando em erros. Por favor, investiguem o log e resolvam a causa da lentidão noturna. Urgentíssimo.
Produtivo;Pedido de cópia do contrato de aluguel do escritório.;Olá Jurídico, Preciso de uma cópia do contrato de aluguel do nosso escritório atual para verificar uma cláusula. Por favor, anexe o PDF ao e-mail. Obrigado.
Produtivo;Agendamento de revisão de metas do 1º semestre (Reunião 1:1).;Olá Gestor, Gostaria de agendar nossa reunião 1:1 para revisão das metas do 1º semestre. Por favor, sugira 2 horários disponíveis na próxima semana. Agradeço.
Produtivo;Dúvida sobre a validade de notas fiscais digitalizadas (sem original).;Olá Financeiro, Notas fiscais de pequeno valor (até R$ 100) digitalizadas, sem o comprovante original, são válidas para reembolso? Por favor, esclareça a política de validade. Obrigado.
Produtivo;URGENTE: Erro na conciliação bancária automática (últimos 3 dias).;Olá TI/Financeiro, O sistema de conciliação bancária automática está falhando nos últimos 3 dias, não importando as transações. Isso está atrasando o fechamento diário. Por favor, verifique a conexão urgentemente.
Produtivo;Pedido de relatório atualizado de horas extras da equipe.;Olá RH, Preciso do relatório atualizado de horas extras acumuladas de toda a equipe no último mês. Por favor, envie a planilha com os dados. Obrigado.
Produtivo;Aprovação final do texto do comunicado de crise (Vazamento de dados).;Olá Comunicação/Jurídico, Segue o texto final do comunicado de crise sobre o vazamento de dados. Por favor, revise-o e envie sua aprovação final para divulgação imediata. Grato.
Produtivo;Agendamento de reunião com novo cliente (Interesse em serviço X).;Olá Comercial, O cliente 'Novo Horizonte' demonstrou interesse no Serviço X. Por favor, agende uma reunião de apresentação para a próxima semana e me inclua no convite. Obrigado.
Produtivo;Dúvida: Qual o formato padrão para envio de logotipo a fornecedores externos (PNG/AI)? ;Olá Marketing, Qual é o formato padrão do nosso logotipo que deve ser enviado a fornecedores externos para impressão (PNG, JPEG, ou vetor AI)? Por favor, informe o correto. Obrigado.
Produtivo;URGENTE: Falha no leitor de código de barras na área de expedição.;Olá Suporte, O leitor de código de barras na área de expedição (Estação 3) não está funcionando, impedindo o registro das saídas. Por favor, envie um técnico imediatamente para reparo ou troca. Urgente.
Produtivo;Pedido de alteração no nome de um produto no catálogo (Alpha para Órion).;Olá TI, O nome do produto 'Alpha' no catálogo do sistema precisa ser alterado para 'Órion'. Por favor, faça a correção no cadastro e avise quando estiver finalizado. Obrigado.
Produtivo;Esclarecimento sobre a nova regra de bonificação por metas trimestrais.;Olá Comercial/RH, Gostaria de um esclarecimento detalhado sobre o cálculo da nova regra de bonificação por metas trimestrais (peso das metas individuais vs. metas da equipe). Grato.
Produtivo;URGENTE: Necessidade de acesso temporário root ao servidor de testes.;Olá DevOps, Preciso de acesso temporário (2 horas) com permissão root ao servidor de testes (IP 192.168.1.5) para realizar um diagnóstico urgente. Por favor, libere e envie as credenciais. Urgente.
Produtivo;Pedido de cópia do documento de compra de patentes (Ano 2020).;Olá Jurídico, Preciso de uma cópia do documento que formaliza a compra das patentes no ano de 2020 para uma due diligence. Por favor, anexe o PDF. Obrigado.
Produtivo;Aprovação final da arte para a campanha de Natal (Outdoor).;Olá Marketing, Segue a arte final para o outdoor da campanha de Natal. Por favor, verifique o texto e as imagens e envie seu 'OK' final para a gráfica. Obrigado.
Produtivo;Agendamento de treinamento sobre a nova ferramenta de gestão de projetos.;Olá RH/Treinamento, A equipe precisa de um treinamento sobre a nova ferramenta de gestão de projetos (Asana). Por favor, agende a primeira sessão para a próxima semana e me inclua. Grato.
Produtivo;Dúvida sobre a documentação necessária para reembolso de despesas médicas.;Olá RH, Quais documentos (além da nota fiscal) são obrigatórios para solicitar o reembolso de despesas médicas através do plano de saúde? Por favor, liste os requisitos. Obrigado.
Produtivo;URGENTE: Falha no sistema de controle de acesso à área restrita.;Olá Segurança, O sistema de controle de acesso (catraca) à área restrita do datacenter está falhando e não está registrando as entradas. Por favor, verifique a falha urgentemente.
Produtivo;Pedido de cotação para serviço de buffet (Evento de fim de ano - 150 pessoas).;Olá Compras, Precisamos de uma cotação para o serviço de buffet do evento de fim de ano (150 pessoas). Por favor, solicite propostas com 3 fornecedores diferentes. Obrigado.
Produtivo;Esclarecimento sobre a política de home office (dias fixos vs. flexíveis).;Olá RH, A nova política de home office exige dias fixos de trabalho presencial ou podemos flexibilizar os dias a cada semana, mediante acordo com o gestor? Por favor, esclareça.
Produtivo;Suporte: Não consigo acessar a pasta compartilhada 'Publicações'.;Olá TI, Não consigo acessar a pasta compartilhada 'Publicações' (erro de permissão). Preciso desses arquivos para o trabalho. Por favor, verifique minha permissão de acesso. Grato.
Produtivo;Dúvida sobre a validade do certificado de conformidade do Produto Y.;Olá Qualidade, Qual é a data de validade do certificado de conformidade do Produto Y (Lote 1234)? Não encontrei no sistema. Por favor, informe a data final. Obrigado.
Produtivo;URGENTE: Travamento do sistema de envio de pedidos (Black Friday).;Olá TI, O sistema de envio de pedidos está travando devido ao volume da Black Friday. Estamos perdendo vendas. Por favor, aloque recursos para estabilizar o sistema urgentemente.
Produtivo;Pedido de contato do responsável pela comunicação externa com a imprensa.;Olá Comunicação, Preciso do nome e contato direto do responsável pela comunicação externa com a imprensa para tratar de um assunto delicado. Obrigado.
Produtivo;Aprovação final do conteúdo da newsletter de relacionamento com o cliente.;Olá Marketing, Segue o conteúdo final da newsletter de relacionamento com o cliente. Por favor, aprove e envie seu 'OK' para o disparo agendado. Obrigado.
Produtivo;Agendamento de reunião para alinhamento de metas de retenção de clientes.;Olá Comercial, Gostaria de agendar uma reunião de 1 hora para alinharmos as metas de retenção de clientes do próximo trimestre. Por favor, verifique sua disponibilidade para a próxima semana. Obrigado.
Improdutivo;Elogio pela organização da festa de confraternização.;Olá Equipe, Gostaria de parabenizar a todos pela excelente organização da festa de confraternização. Foi um sucesso!
Improdutivo;Comunicado: Lançamento do novo sabor de iogurte no refeitório (Manga).;Prezados, O novo sabor de iogurte no refeitório é de Manga. Aproveitem a novidade!
Improdutivo;Lembrete: Horário de pico de acesso à internet (Evitar downloads pesados).;Olá, Lembramos que o horário de pico de acesso à internet é das 10h às 12h. Por favor, evitem downloads pesados neste período.
Improdutivo;Comunicado: Nova política de descarte de papel e plástico no escritório.;Prezados, A nova política de descarte de papel e plástico está disponível na copa. Colabore com a sustentabilidade.
Improdutivo;Newsletter: 5 dicas para melhorar seu foco e concentração.;Olá, Segue nossa newsletter com 5 dicas úteis para aumentar seu foco e concentração no trabalho. Não requer resposta.
Improdutivo;Aviso: Alteração do telefone da central de atendimento (Apenas informativo).;Prezados, O novo número de telefone da central de atendimento é 0800-987-6543. Apenas para ciência.
Improdutivo;Feliz Aniversário de Cliente! (E-mail automático).;Prezado(a) cliente, Parabéns por completar mais um ano conosco! Use o cupom ANIVER para um desconto especial.
Improdutivo;Aviso: Substituição de lâmpadas no corredor principal (amanhã).;Prezados, A manutenção fará a substituição de lâmpadas no corredor principal amanhã, das 8h às 9h.
Improdutivo;Baixe seu guia gratuito: Marketing Digital para Iniciantes.;Olá, Seu guia gratuito sobre Marketing Digital para Iniciantes está pronto para download: [link].
Improdutivo;Agradecimento pela participação no Dia da Camiseta Rosa (Campanha).;Olá Equipe, Agradecemos a participação de todos no Dia da Camiseta Rosa. A conscientização foi um sucesso!
Improdutivo;Sugestão de Livro: 'Poder e Manipulação' (Ficção).;Encontrei um livro de ficção muito bom, 'Poder e Manipulação'. Compartilho o link para quem se interessar: [link].
Improdutivo;Confirmação de agendamento de webinar (Apenas para registro).;Olá, Seu agendamento para o webinar 'Futuro da IA' foi confirmado. Este é apenas um registro.
Improdutivo;Ponte de feriado: 7 de Setembro.;Prezados, Informamos que faremos ponte no dia 6 de Setembro. Retornaremos normalmente no dia 9. Apenas para ciência.
Improdutivo;Lançamento: Novo aplicativo de monitoramento de saúde mental.;Olá, Lançamos um novo aplicativo gratuito para monitoramento de saúde mental. Baixe e use: [link].
Improdutivo;Seu cupom de desconto de final de mês.;Aproveite nosso cupom de desconto 'SAVE15' para 15% de desconto em qualquer serviço neste final de mês.
Improdutivo;Notificação: Mudança no código de cores das impressoras internas.;Prezados, O código de cores das impressoras internas foi alterado. Consulte a nova legenda na copa.
Improdutivo;Compartilhamento de receita: Pão de queijo caseiro.;Olá Equipe, Segue a receita do pão de queijo que a Ana trouxe hoje. É delicioso! Arquivo em anexo.
Improdutivo;Convite: Siga-nos no TikTok.;Olá, Siga a nossa empresa no TikTok para conteúdos divertidos e informativos: [link].
Improdutivo;Relatório de Tendências: Mercado de tecnologia (Leitura opcional).;Segue em anexo o relatório de tendências do mercado de tecnologia. Leitura opcional.
Improdutivo;Aviso: Limpeza da fachada do prédio (próxima semana).;Prezados, A limpeza da fachada do prédio será realizada na próxima semana. Por favor, fechem as janelas dos escritórios.
Improdutivo;Seu vale-presente de R$ 100 da Campanha de Incentivo.;Parabéns! Você recebeu um vale-presente de R$ 100 da Campanha de Incentivo. Use em [link].
Improdutivo;Notificação: Renovação automática da sua assinatura (Sistema).;Prezado(a), Sua assinatura do serviço X foi renovada automaticamente. Este é um e-mail de notificação.
Improdutivo;Sugestão de vídeo: TED Talk sobre Inovação Radical.;Encontrei uma excelente TED Talk sobre Inovação Radical. Vale a pena assistir: [link].
Improdutivo;Agradecimento pela avaliação positiva no Glassdoor.;Olá [Nome], Vimos sua avaliação positiva no Glassdoor e agradecemos muito seu feedback.
Improdutivo;Novo modelo de apresentação corporativa (Template).;Prezados, O novo modelo de apresentação corporativa (slide master) está disponível para download na intranet.
Improdutivo;Comunicado: Atualização na lista de feriados regionais.;Olá, A lista de feriados regionais no portal foi atualizada. Por favor, consultem a versão mais recente.
Improdutivo;Recesso de Páscoa: Fechamento do escritório.;Prezados, Informamos que o escritório fechará na Sexta-feira Santa e retornará na segunda-feira.
